academic_term,academic_year,faculty_abbrev,faculty,subject_abbrev,subject,title,course_number_raw,course_credit_raw
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,BLIS,International Business Law,International Business Transactions,6509,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,BLIS,International Business Law,Anti-Money Laundering and International Country Sanctions - Global Regulatory Challenges,6512,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,BLIS,International Business Law,Corporate Social Responsibility and the Law,6544,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,BLIS,International Business Law,Business Associations for International Law Graduates,6838,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,BLIS,International Business Law,Topics in Advanced Contract Law,6890,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,BLIS,International Business Law,Selected Topics in International Business Law,6999,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,BPHS,Biophysics,Biophysics Internship Work Term,3900,0.00
Fall/Winter,2024-2025,SC,Faculty of Science,BPHS,Biophysics,Biophysics Research Project,4310,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,BUEC,Business Economics,Introduction à la gestion de ressources humaines,2610,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,BUEC,Business Economics,Applied Business Analytics,3645,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,BUEC,Business Economics,Professional work placement,4500,3.00
Fall/Winter,2024-2025,ED,Faculty of Education,BUSI,Business Studies,Teaching Business Studies in the Intermediate-Senior Divisions  B,4001,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CCLW,Canadian Common Law,Foundations of Canadian Law (Online),6402,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CCLW,Canadian Common Law,The Online Course in Canadian Administrative Law,6442,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CCLW,Canadian Common Law,Canadian Property Law (Online),6453,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CCLW,Canadian Common Law,The Canadian Law of Obligations (Contract and Torts),6516,9.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CCLW,Canadian Common Law,Canadian Contract Law,6840,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CCLW,Canadian Common Law,Canadian Administrative Law,6842,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CCLW,Canadian Common Law,Canadian Professional Responsibility,6844,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CCLW,Canadian Common Law,Canadian Law of Evidence,6849,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CCLW,Canadian Common Law,Canadian Civil and Administrative Procedure,6851,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CCLW,Canadian Common Law,Canadian Commercial Law,6878,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CCY,Children, Childhood and Youth,Global Cultures of Children and Young People,2999,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CCY,Children, Childhood and Youth,Picturebooks in Children's Culture,3691,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CCY,Children, Childhood and Youth,The Rainbow List: GLBTQ literature and culture for children and youth,3693,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CCY,Children, Childhood and Youth,Research with Children and Young People: Methods,3999,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CCY,Children, Childhood and Youth,Children, Youth, and Digital Culture,4141,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CCY,Children, Childhood and Youth,Fantasy and Children's Culture,4145,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CCY,Children, Childhood and Youth,The Child and the Book: Honours Research Project,4998,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CDIS,Critical Disability,Directed Reading in Critical Disability Studies,5000,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CDIS,Critical Disability,Health Equity and Mental Health Policy,5045,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CDIS,Critical Disability,Intersectionality, Disability, and Health,5095,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CDIS,Critical Disability,Methodology,5110,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CDIS,Critical Disability,MA Major Research Paper,6001,0.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,CDNS,Canadian Studies,Reconciling Literature: Understanding Texts & Contexts,1900,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,CDNS,Canadian Studies,Citizenship and Immigration in Canada,2602,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,CDNS,Canadian Studies,Indigenous Peoples of Canada,2630,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,CDNS,Canadian Studies,Anishinaabemowin (Ojibway) Language and Culture II,2638,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,CDNS,Canadian Studies,Oral History Workshop,3450,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,CDNS,Canadian Studies,Indigenous Performance on Turtle Island,3633,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,CDNS,Canadian Studies,The Logic of Social Inquiry: Quantitative Methods (Data Collection and Analysis),3690,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,CDNS,Canadian Studies,From Dominion to Domain Name: Twentieth-Century Canadian Literatures,3941,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,CDNS,Canadian Studies,Contemporary Women Playwrights,4620,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Elementary Modern Standard Chinese,1000,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Introduction to Chinese Literature,2200,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Lu Xun: Representative Works,3600,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Women Writers in Modern and Contemporary China,3711,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Contemporary Chinese Culture Through Literary Texts and Film (in translation),3791,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Chinese-American Diasporic Literature,3810,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Christianity, Christian Culture and Modern Chinese Culture and Literature,3850,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Classical Chinese Language,4000,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Classical Chinese Fiction,4300,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Chinese Martial Arts Culture through Literary Texts and Film,4870,6.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Chemical Structure,1000,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Chemical Dynamics,1001,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Chemistry and Materials Science for Engineers,1100,4.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Introduction to Chemistry,1500,4.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Introduction to Thermodynamics,2011,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Introductory Organic Chemistry II,2021,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Introductory Biochemistry,2050,4.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Research Experience Term,2200,0.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Research Experience Term,2202,0.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Experimental Chemistry II,3001,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Physical Chemistry,3011,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Intermediate Organic Chemistry II,3021,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Physical Inorganic Chemistry,3031,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Macromolecules of Biochemical Interest,3051,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Environmental Chemistry,3061,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Introduction to Drug Discovery and Development,3075,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Introduction to Polymer Chemistry,3090,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Research Experience Term,3201,0.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Chemistry Internship Work Term,3901,0.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Chemistry Internship Work Term,3903,0.00
Fall/Winter,2024-2025,ED,Faculty of Education,CHEM,Chemistry,Teaching Chemistry in the Intermediate-Senior Divisions - A,4000,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Research Project,4000,8.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Synthetic Organic Chemistry,4021,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Advanced Inorganic Chemistry,4031,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Chemical Biology,4052,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Advanced Analytical Separation Methods,4080,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Biomaterials Chemistry,4093,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Research Experience Term,4201,0.00
Fall/Winter,2024-2025,SC,Faculty of Science,CHEM,Chemistry,Selected Topics in Chemistry,4300,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CHEM,Chemistry,Structural Elucidation in Organic and Organometallic Chemistry,5024,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CHEM,Chemistry,Chemical Biology,5052,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CHEM,Chemistry,Principles and Applications of Mass Spectrometry,5081,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CHEM,Chemistry,MSc Review Essay,6000,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CHEM,Chemistry,Drug Discovery,6051,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CHEM,Chemistry,Solid-State, Nano, and Materials Chemistry,6090,3.00
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Civil Engineering Design Project,2000,3.00
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Civil Engineering Graphics,2150,3.00
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Fluid Mechanics,2210,4.00
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Introduction to Environmental Engineering,2240,3.00
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Hydraulics,3120,4.00
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Civil Engineering Computational Methods,3140,3.00
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Geotechnical Engineering,3210,3.00
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Introduction to Structural Design,3230,4.00
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Transportation Planning and Evaluation,3260,3.00
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Advanced Structural Analysis,4001,3.00
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Structural Steel Design,4003,3.00
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Geotechnical Modelling,4011,3.00
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Geological Engineering and Design,4016,3.00
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Pavement Materials and Design,4031,3.00
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Freight Transportation,4034,3.00
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Environmental Impact Assessment and Sustainability,4042,3.00
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Environmental Geotechnics,4044,3.00
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Civil Engineering for a Sustainable Future,4210,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CIVL,Civil Engineering,Doctor of Philosophy (PhD) in Civil Engineering Thesis,6001,0.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CLDR,Civil Litigation & Dispute Resolution,Contemporary Issues in Litigation,6702,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLST,Classical Studies,Egypt in the Greek and Roman Mediterranean,1106,9.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLST,Classical Studies,The World of Ancient Greeks,2110,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLST,Classical Studies,Greek Drama and Culture,3100,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLST,Classical Studies,Classical Athens: State and Society,3120,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLST,Classical Studies,Roman Britain,3145,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLST,Classical Studies,Problems in Roman History,4130,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CLTC,Constitutional Remedies,Constitutional Litigation,6725,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLTR,Culture,Canadian Writers in Person,1953,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLTR,Culture,Music in Human Experience,2610,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLTR,Culture,Digital Culture in the Humanities,3140,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLTR,Culture,Black Popular Culture,3318,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLTR,Culture,Feminisms and Film,3523,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,CLTR,Culture,Independent Studies in Culture & Expression,4000,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CLWP,Criminal Law and Procedure,International Criminal Law,6770,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,CLWP,Criminal Law and Procedure,Problems of Proof: Advanced Perspectives on the Law of Evidence,6784,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Making Media,1001,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Introduction to Filmmaking II,1020,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Introduction to Screenwriting,1120,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Film Art: An Introduction,1400,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,New Practices of Cinema and Media Criticism,1402,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,The Biology of Story,1800,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Film & Video Production,2010,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Photography: Post Production for Screen & Web,2065,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Screenwriting Fundamentals (Production),2120,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Writing for Games & Interactive Media II,2123,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Early Cinema to the Coming of Sound: 1895 - 1930,2200,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Film and Television as Mass Culture, 1920s-1960s,2230,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Introduction to 3D Modelling,2500,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Digital Culture: History, Theory, Practice,2841,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Fiction Project Workshop I,3001,6.00
